id	name	english name	main category	iLvl	groups
1508058348	奈德利大人	Lord Nedly	cosmetic	1	cosmetic,cosmetic_pet
1508058349	莫桑卢女士	Lady Morthanlu	cosmetic	1	cosmetic,cosmetic_pet
1404174867	玉龙	Jade Serpent	cosmetic	1	cosmetic,cosmetic_pet
1404174868	钢铁游龙	Iron Serpent	cosmetic	1	cosmetic,cosmetic_pet
1404174869	翡翠游龙	Emerald Serpent	cosmetic	1	cosmetic,cosmetic_pet
2401672920	鱼人地精	Murkgoblin	cosmetic	1	cosmetic,cosmetic_pet
1369935753	迪亚波罗	Diablo	cosmetic	1	cosmetic,cosmetic_pet
1168709051	石傀儡	Rocky	cosmetic	1	cosmetic,cosmetic_pet
1967180567	洋洋	Lamb	cosmetic	1	cosmetic,cosmetic_pet
3870322527	老树精	Old Growth	cosmetic	1	cosmetic,cosmetic_pet
3620943091	贝尔菲戈	Belphegor	cosmetic	1	cosmetic,cosmetic_pet
3430307999	玛德琳女士	Ms. Madeleine	cosmetic	1	cosmetic,cosmetic_pet
1336361309	布雷瑟	Blaze	cosmetic	1	cosmetic,cosmetic_pet
1336361310	胡巴特·维瑟	Humbart Wessel	cosmetic	1	cosmetic,cosmetic_pet
1377380860	可怕的米纳卡	Minaca the Feared	cosmetic	1	cosmetic,cosmetic_pet
3297867693	秘密箱	The Mimic	cosmetic	1	cosmetic,cosmetic_pet
471039389	皮埃尔斯的梦境	Dream of Piers	cosmetic	1	cosmetic,cosmetic_pet
471039390	独角马	Unihorn	cosmetic	1	cosmetic,cosmetic_pet
2767458423	布雷恩的宠物熊	Blaine's Bear	cosmetic	1	cosmetic,cosmetic_pet
3094528011	魅魔女王	Queen of the Succubi	cosmetic	1	cosmetic,cosmetic_pet
3153829279	加鲁特，膝盖骨摧毁者	Garluth, Destroyer of Kneecaps	cosmetic	1	cosmetic,cosmetic_pet
909568905	葛朗克	Grunkk	cosmetic	1	cosmetic,cosmetic_pet
4084520547	怨鬼汉娜	Haunting Hannah	cosmetic	1	cosmetic,cosmetic_pet
347688656	小恶灵	Malfeasance	cosmetic	1	cosmetic,cosmetic_pet
95923716	大胃王	The Stomach	cosmetic	1	cosmetic,cosmetic_pet
1209305989	夏洛特	Charlotte	cosmetic	1	cosmetic,cosmetic_pet
1497375554	棒棒糖队长	Captain Maraca	cosmetic	1	cosmetic,cosmetic_pet
2768450096	不可名之物	That Which Must Not be Named	cosmetic	1	cosmetic,cosmetic_pet
2327409917	疯癫的加斯拉克	Galthrak the Unhinged	cosmetic	1	cosmetic,cosmetic_pet
3132731524	丽芙摩尔	Liv Moore	cosmetic	1	cosmetic,cosmetic_pet
3475456761	波波	The Bumble	cosmetic	1	cosmetic,cosmetic_pet
2350702305	基础头像框	Base Frame	cosmetic	1	cosmetic,cosmetic_portrait_frame
2350702306	巅峰 1	Paragon 1	cosmetic	1	cosmetic,cosmetic_portrait_frame
263764818	巅峰 10	Paragon 10	cosmetic	1	cosmetic,cosmetic_portrait_frame
263764851	巅峰 20	Paragon 20	cosmetic	1	cosmetic,cosmetic_portrait_frame
263764884	巅峰 30	Paragon 30	cosmetic	1	cosmetic,cosmetic_portrait_frame
263764917	巅峰 40	Paragon 40	cosmetic	1	cosmetic,cosmetic_portrait_frame
263764950	巅峰 50	Paragon 50	cosmetic	1	cosmetic,cosmetic_portrait_frame
263764983	巅峰 60	Paragon 60	cosmetic	1	cosmetic,cosmetic_portrait_frame
263765016	巅峰 70	Paragon 70	cosmetic	1	cosmetic,cosmetic_portrait_frame
263765049	巅峰 80	Paragon 80	cosmetic	1	cosmetic,cosmetic_portrait_frame
263765082	巅峰 90	Paragon 90	cosmetic	1	cosmetic,cosmetic_portrait_frame
114304450	巅峰 100	Paragon 100	cosmetic	1	cosmetic,cosmetic_portrait_frame
114305539	巅峰 200	Paragon 200	cosmetic	1	cosmetic,cosmetic_portrait_frame
114306628	巅峰 300	Paragon 300	cosmetic	1	cosmetic,cosmetic_portrait_frame
114307717	巅峰 400	Paragon 400	cosmetic	1	cosmetic,cosmetic_portrait_frame
114308806	巅峰 500	Paragon 500	cosmetic	1	cosmetic,cosmetic_portrait_frame
114309895	巅峰 600	Paragon 600	cosmetic	1	cosmetic,cosmetic_portrait_frame
114310984	巅峰 700	Paragon 700	cosmetic	1	cosmetic,cosmetic_portrait_frame
114312073	巅峰 800	Paragon 800	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587061	天使	Angelic	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587062	死神	Deathshead	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587063	白骨	Bone	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587064	棘刺	Thorns	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587065	坚定	Steadfast	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587066	熔火	Molten	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587067	彩色玻璃 - 青色	Stained Glass - Teal	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587068	彩色玻璃 - 蓝色	Stained Glass - Azure	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587069	彩色玻璃 - 红色	Stained Glass - Red	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587093	彩色玻璃 - 黄色	Stained Glass - Yellow	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587094	彩色玻璃 - 橙色	Stained Glass - Orange	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587095	彩色玻璃 - 紫色	Stained Glass - Purple	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587096	奇想郡头像框	Whimsyshire Portrait Frame	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587097	第3赛季	Season 3	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587098	风暴	Storm	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587099	黑暗之心	Heart of Darkness	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587100	毒蛇之印	Viper's Seal	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587101	蛛后	Aranea	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587102	卡尔蒂姆	Caldeum	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587126	拉基斯的徽记	The Sign of Rakkis	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587127	赛斯切隆	Sescheron	cosmetic	1	cosmetic,cosmetic_portrait_frame
2431587128	玉龙	Jade Serpent	cosmetic	1	cosmetic,cosmetic_portrait_frame
2914245886	第 4 赛季	Season 4	cosmetic	1	cosmetic,cosmetic_portrait_frame
2914245887	第 4 赛季 - 屠戮者	Season 4 - Slayer	cosmetic	1	cosmetic,cosmetic_portrait_frame
2914245888	第 4 赛季 - 勇士	Season 4 - Champion	cosmetic	1	cosmetic,cosmetic_portrait_frame
2914245889	第 4 赛季 - 毁灭者	Season 4 - Destroyer	cosmetic	1	cosmetic,cosmetic_portrait_frame
2914245890	第 4 赛季 - 征服者	Season 4 - Conqueror	cosmetic	1	cosmetic,cosmetic_portrait_frame
2914245891	第 4 赛季 - 守护者	Season 4 - Guardian	cosmetic	1	cosmetic,cosmetic_portrait_frame
2914281823	灰洞岛	Greyhollow	cosmetic	1	cosmetic,cosmetic_portrait_frame
2914281824	灰洞岛 - 屠戮者	Greyhollow - Slayer	cosmetic	1	cosmetic,cosmetic_portrait_frame
2914281825	灰洞岛 - 勇士	Greyhollow - Champion	cosmetic	1	cosmetic,cosmetic_portrait_frame
2914281826	灰洞岛 - 毁灭者	Greyhollow - Destroyer	cosmetic	1	cosmetic,cosmetic_portrait_frame
2914281827	灰洞岛 - 征服者	Greyhollow - Conqueror	cosmetic	1	cosmetic,cosmetic_portrait_frame
2914281828	灰洞岛 - 守护者	Greyhollow - Guardian	cosmetic	1	cosmetic,cosmetic_portrait_frame
1461474781	鱼人地精 2015	Murkgoblin 2015	cosmetic	1	cosmetic,cosmetic_portrait_frame
586020310	地狱	Hell	cosmetic	1	cosmetic,cosmetic_portrait_frame
586020311	地狱 - 屠戮者	Hell - Slayer	cosmetic	1	cosmetic,cosmetic_portrait_frame
586020312	地狱 - 勇士	Hell - Champion	cosmetic	1	cosmetic,cosmetic_portrait_frame
586020313	地狱 - 毁灭者	Hell - Destroyer	cosmetic	1	cosmetic,cosmetic_portrait_frame
586020314	地狱 - 征服者	Hell - Conqueror	cosmetic	1	cosmetic,cosmetic_portrait_frame
586020315	地狱 - 守护者	Hell - Guardian	cosmetic	1	cosmetic,cosmetic_portrait_frame
789315589	冒险的呼唤	Call to Adventure	cosmetic	1	cosmetic,cosmetic_portrait_frame
789315590	冒险的呼唤 - 屠戮者	Call to Adventure - Slayer	cosmetic	1	cosmetic,cosmetic_portrait_frame
789315591	冒险的呼唤 - 勇士	Call to Adventure - Champion	cosmetic	1	cosmetic,cosmetic_portrait_frame
789315592	冒险的呼唤 - 毁灭者	Call to Adventure - Destroyer	cosmetic	1	cosmetic,cosmetic_portrait_frame
789315593	冒险的呼唤 - 征服者	Call to Adventure - Conqueror	cosmetic	1	cosmetic,cosmetic_portrait_frame
789315594	冒险的呼唤 - 守护者	Call to Adventure - Guardian	cosmetic	1	cosmetic,cosmetic_portrait_frame
1898911879	塔·拉夏	Tal Rasha	cosmetic	1	cosmetic,cosmetic_portrait_frame
1898911880	塔·拉夏 - 屠戮者	Tal Rasha - Slayer	cosmetic	1	cosmetic,cosmetic_portrait_frame
1898911881	塔·拉夏 - 勇士	Tal Rasha - Champion	cosmetic	1	cosmetic,cosmetic_portrait_frame
1898911882	塔·拉夏 - 毁灭者	Tal Rasha - Destroyer	cosmetic	1	cosmetic,cosmetic_portrait_frame
1898911883	塔·拉夏 - 征服者	Tal Rasha - Conqueror	cosmetic	1	cosmetic,cosmetic_portrait_frame
1898911884	塔·拉夏 - 守护者	Tal Rasha - Guardian	cosmetic	1	cosmetic,cosmetic_portrait_frame
360887075	灵魂石	Soulstone	cosmetic	1	cosmetic,cosmetic_portrait_frame
360887076	灵魂石 - 屠戮者	Soulstone - Slayer	cosmetic	1	cosmetic,cosmetic_portrait_frame
360887077	灵魂石 - 勇士	Soulstone - Champion	cosmetic	1	cosmetic,cosmetic_portrait_frame
360887078	灵魂石 - 毁灭者	Soulstone - Destroyer	cosmetic	1	cosmetic,cosmetic_portrait_frame
360887079	灵魂石 - 征服者	Soulstone - Conqueror	cosmetic	1	cosmetic,cosmetic_portrait_frame
360887080	灵魂石 - 守护者	Soulstone - Guardian	cosmetic	1	cosmetic,cosmetic_portrait_frame
949147387	永恒之战	Eternal Conflict	cosmetic	1	cosmetic,cosmetic_portrait_frame
949147388	永恒之战 - 屠戮者	Eternal Conflict - Slayer	cosmetic	1	cosmetic,cosmetic_portrait_frame
949147389	永恒之战 - 勇士	Eternal Conflict - Champion	cosmetic	1	cosmetic,cosmetic_portrait_frame
949147390	永恒之战 - 毁灭者	Eternal Conflict - Destroyer	cosmetic	1	cosmetic,cosmetic_portrait_frame
949147391	永恒之战 - 征服者	Eternal Conflict - Conqueror	cosmetic	1	cosmetic,cosmetic_portrait_frame
949147392	永恒之战 - 守护者	Eternal Conflict - Guardian	cosmetic	1	cosmetic,cosmetic_portrait_frame
2174954790	英普瑞斯	Imperius	cosmetic	1	cosmetic,cosmetic_portrait_frame
2174954791	英普瑞斯 - 屠戮者	Imperius - Slayer	cosmetic	1	cosmetic,cosmetic_portrait_frame
2174954792	英普瑞斯 - 勇士	Imperius - Champion	cosmetic	1	cosmetic,cosmetic_portrait_frame
2174954793	英普瑞斯 - 毁灭者	Imperius - Destroyer	cosmetic	1	cosmetic,cosmetic_portrait_frame
2174954794	英普瑞斯 - 征服者	Imperius - Conqueror	cosmetic	1	cosmetic,cosmetic_portrait_frame
2174954795	英普瑞斯 - 守护者	Imperius - Guardian	cosmetic	1	cosmetic,cosmetic_portrait_frame
2586361111	野蛮人	Barbarian	cosmetic	1	cosmetic,cosmetic_portrait_frame
1834718654	猎魔人	Demon Hunter	cosmetic	1	cosmetic,cosmetic_portrait_frame
423580970	武僧	Monk	cosmetic	1	cosmetic,cosmetic_portrait_frame
2819867039	巫医	Witch Doctor	cosmetic	1	cosmetic,cosmetic_portrait_frame
2102838278	魔法师	Wizard	cosmetic	1	cosmetic,cosmetic_portrait_frame
2608693639	血岩碎片	Blood Shard	cosmetic	1	cosmetic,cosmetic_portrait_frame
2608693640	血岩碎片 - 屠戮者	Blood Shard - Slayer	cosmetic	1	cosmetic,cosmetic_portrait_frame
2608693641	血岩碎片 - 勇士	Blood Shard - Champion	cosmetic	1	cosmetic,cosmetic_portrait_frame
2608693642	血岩碎片 - 毁灭者	Blood Shard - Destroyer	cosmetic	1	cosmetic,cosmetic_portrait_frame
2608693643	血岩碎片 - 征服者	Blood Shard - Conqueror	cosmetic	1	cosmetic,cosmetic_portrait_frame
2608693644	血岩碎片 - 守护者	Blood Shard - Guardian	cosmetic	1	cosmetic,cosmetic_portrait_frame
1666320302	圣教军	Crusader	cosmetic	1	cosmetic,cosmetic_portrait_frame
3661137118	盗宝地精	Treasure Goblin	cosmetic	1	cosmetic,cosmetic_portrait_frame
3661137119	盗宝地精 - 屠戮者	Treasure Goblin - Slayer	cosmetic	1	cosmetic,cosmetic_portrait_frame
3661137120	盗宝地精 - 勇士	Treasure Goblin - Champion	cosmetic	1	cosmetic,cosmetic_portrait_frame
3661137121	盗宝地精 - 毁灭者	Treasure Goblin - Destroyer	cosmetic	1	cosmetic,cosmetic_portrait_frame
3661137122	盗宝地精 - 征服者	Treasure Goblin - Conqueror	cosmetic	1	cosmetic,cosmetic_portrait_frame
3661137123	盗宝地精 - 守护者	Treasure Goblin - Guardian	cosmetic	1	cosmetic,cosmetic_portrait_frame
2129557709	混沌界	Pandemonium	cosmetic	1	cosmetic,cosmetic_portrait_frame
2129557710	混沌界 - 屠戮者	Pandemonium - Slayer	cosmetic	1	cosmetic,cosmetic_portrait_frame
2129557711	混沌界 - 勇士	Pandemonium - Champion	cosmetic	1	cosmetic,cosmetic_portrait_frame
2129557712	混沌界 - 毁灭者	Pandemonium - Destroyer	cosmetic	1	cosmetic,cosmetic_portrait_frame
2129557713	混沌界 - 征服者	Pandemonium - Conqueror	cosmetic	1	cosmetic,cosmetic_portrait_frame
2129557714	混沌界 - 守护者	Pandemonium - Guardian	cosmetic	1	cosmetic,cosmetic_portrait_frame
409592463	天堂	Heaven	cosmetic	1	cosmetic,cosmetic_portrait_frame
409592464	天堂 - 屠戮者	Heaven - Slayer	cosmetic	1	cosmetic,cosmetic_portrait_frame
409592465	天堂 - 勇士	Heaven - Champion	cosmetic	1	cosmetic,cosmetic_portrait_frame
409592466	天堂 - 毁灭者	Heaven - Destroyer	cosmetic	1	cosmetic,cosmetic_portrait_frame
409592467	天堂 - 征服者	Heaven - Conqueror	cosmetic	1	cosmetic,cosmetic_portrait_frame
409592468	天堂 - 守护者	Heaven - Guardian	cosmetic	1	cosmetic,cosmetic_portrait_frame
466824271	永恒森林	Eternal Woods	cosmetic	1	cosmetic,cosmetic_portrait_frame
466824272	永恒森林 - 屠戮者	Eternal Woods - Slayer	cosmetic	1	cosmetic,cosmetic_portrait_frame
466824273	永恒森林 - 勇士	Eternal Woods - Champion	cosmetic	1	cosmetic,cosmetic_portrait_frame
466824274	永恒森林 - 毁灭者	Eternal Woods - Destroyer	cosmetic	1	cosmetic,cosmetic_portrait_frame
466824275	永恒森林 - 征服者	Eternal Woods - Conqueror	cosmetic	1	cosmetic,cosmetic_portrait_frame
466824276	永恒森林 - 守护者	Eternal Woods - Guardian	cosmetic	1	cosmetic,cosmetic_portrait_frame
604200072	守望先锋	Overwatch	cosmetic	1	cosmetic,cosmetic_portrait_frame
3111787208	旧世天使	Classic Angel	cosmetic	1	cosmetic,cosmetic_portrait_frame
3115028404	旧世恶魔	Classic Demon	cosmetic	1	cosmetic,cosmetic_portrait_frame
3645193233	px_DevilsHand_TestGlobe	px_DevilsHand_TestGlobe	-	1	
87458782	px_DevilsHand_TestGlobe_Dropped	px_DevilsHand_TestGlobe_Dropped	-	1	
3357223641	德拉诺之王	Warlords of Draenor	cosmetic	1	cosmetic,cosmetic_pennant
177825848	暗黑破坏神	Diablo	cosmetic	1	cosmetic,cosmetic_pennant
177825849	暗黑破坏神II	Diablo II	cosmetic	1	cosmetic,cosmetic_pennant
177825850	暗黑破坏神III	Diablo III	cosmetic	1	cosmetic,cosmetic_pennant
177825851	夺魂之镰	Reaper of Souls	cosmetic	1	cosmetic,cosmetic_pennant
177825852	毁灭之王	Lord of Destruction	cosmetic	1	cosmetic,cosmetic_pennant
2732665546	第3赛季	Season 3	cosmetic	1	cosmetic,cosmetic_pennant
127020830	风暴英雄	Heroes of the Storm	cosmetic	1	cosmetic,cosmetic_pennant
3194995136	暴雪娱乐嘉年华2015	BlizzCon 2015	cosmetic	1	cosmetic,cosmetic_pennant
4211285172	吸魂器	Harvest	cosmetic	1	cosmetic,cosmetic_pennant
1742926680	吸魂器	Harvest	cosmetic	1	cosmetic,cosmetic_pennant
3124785508	萨温节	Samhain	cosmetic	1	cosmetic,cosmetic_pennant
895083523	野蛮人晋升者	Barbarian Ascendant	cosmetic	1	cosmetic,cosmetic_pennant
938178597	圣教军晋升者	Crusader Ascendant	cosmetic	1	cosmetic,cosmetic_pennant
28429688	猎魔人晋升者	Demon Hunter Ascendant	cosmetic	1	cosmetic,cosmetic_pennant
895493953	武僧晋升者	Monk Ascendant	cosmetic	1	cosmetic,cosmetic_pennant
28430311	巫医晋升者	Witch Doctor Ascendant	cosmetic	1	cosmetic,cosmetic_pennant
938200550	魔法师晋升者	Wizard Ascendant	cosmetic	1	cosmetic,cosmetic_pennant
1428615110	野蛮人	Barbarian	cosmetic	1	cosmetic,cosmetic_pennant
522011784	圣教军	Crusader	cosmetic	1	cosmetic,cosmetic_pennant
566077307	猎魔人	Demon Hunter	cosmetic	1	cosmetic,cosmetic_pennant
3269693700	武僧	Monk	cosmetic	1	cosmetic,cosmetic_pennant
2626988266	巫医	Witch Doctor	cosmetic	1	cosmetic,cosmetic_pennant
1114884937	魔法师	Wizard	cosmetic	1	cosmetic,cosmetic_pennant
2650297361	野蛮人晋升者	Barbarian Ascendant	cosmetic	1	cosmetic,cosmetic_pennant
861216371	圣教军晋升者	Crusader Ascendant	cosmetic	1	cosmetic,cosmetic_pennant
2889409030	猎魔人晋升者	Demon Hunter Ascendant	cosmetic	1	cosmetic,cosmetic_pennant
2650707791	武僧晋升者	Monk Ascendant	cosmetic	1	cosmetic,cosmetic_pennant
861238324	魔法师晋升者	Wizard Ascendant	cosmetic	1	cosmetic,cosmetic_pennant
2889409653	巫医晋升者	Witch Doctor Ascendant	cosmetic	1	cosmetic,cosmetic_pennant
3988171412	野蛮人	Barbarian	cosmetic	1	cosmetic,cosmetic_pennant
2551831958	圣教军	Crusader	cosmetic	1	cosmetic,cosmetic_pennant
367285961	猎魔人	Demon Hunter	cosmetic	1	cosmetic,cosmetic_pennant
1534282706	武僧	Monk	cosmetic	1	cosmetic,cosmetic_pennant
2428196920	巫医	Witch Doctor	cosmetic	1	cosmetic,cosmetic_pennant
3144705111	魔法师	Wizard	cosmetic	1	cosmetic,cosmetic_pennant
1156357301	学识大师	Loremaster	cosmetic	1	cosmetic,cosmetic_pennant
2885511819	泰瑞尔的正义	Tyrael's Justice	cosmetic	1	cosmetic,cosmetic_pennant
2645002203	鼠	Rat	cosmetic	1	cosmetic,cosmetic_pennant
1769352763	牛	Ox	cosmetic	1	cosmetic,cosmetic_pennant
3359438927	虎	Tiger	cosmetic	1	cosmetic,cosmetic_pennant
4233838312	兔	Rabbit	cosmetic	1	cosmetic,cosmetic_pennant
218434287	龙	Dragon	cosmetic	1	cosmetic,cosmetic_pennant
1329910150	蛇	Snake	cosmetic	1	cosmetic,cosmetic_pennant
2644729685	马	Horse	cosmetic	1	cosmetic,cosmetic_pennant
590649887	羊	Goat	cosmetic	1	cosmetic,cosmetic_pennant
1375359175	猴	Monkey	cosmetic	1	cosmetic,cosmetic_pennant
455845058	鸡	Rooster	cosmetic	1	cosmetic,cosmetic_pennant
2113242414	狗	Dog	cosmetic	1	cosmetic,cosmetic_pennant
2575751604	猪	Pig	cosmetic	1	cosmetic,cosmetic_pennant
1729774130	小皇牛	Royal Calf	cosmetic	1	cosmetic,cosmetic_pet
3547058649	px_HoradricReagent_01	px_HoradricReagent_01	cosmetic	1	horadric_reagent
3547058650	px_HoradricReagent_02	px_HoradricReagent_02	cosmetic	1	horadric_reagent
3547058651	px_HoradricReagent_03	px_HoradricReagent_03	cosmetic	1	horadric_reagent
3547058652	px_HoradricReagent_04	px_HoradricReagent_04	cosmetic	1	horadric_reagent
3547058653	px_HoradricReagent_05	px_HoradricReagent_05	cosmetic	1	horadric_reagent
1948629088	堪杜拉斯符文	Khanduran Rune	craftmats	1	craftmats,craftmats_bounty
1948629089	卡尔蒂姆龙葵蝶	Caldeum Nightshade	craftmats	1	craftmats,craftmats_bounty
1948629090	亚瑞特战争挂毯	Arreat War Tapestry	craftmats	1	craftmats,craftmats_bounty
1948629091	腐化的天使肉块	Corrupted Angel Flesh	craftmats	1	craftmats,craftmats_bounty
1948629092	威斯特玛圣水	Westmarch Holy Water	craftmats	1	craftmats,craftmats_bounty
304756316	红宝石精华	Essence of Ruby	craftmats	1	craftmats,craftmats_gem
1469194632	黄宝石精华	Essence of Topaz	craftmats	1	craftmats,craftmats_gem
4237208532	绿宝石精华	Essence of Emerald	craftmats	1	craftmats,craftmats_gem
3716486185	紫宝石精华	Essence of Amethyst	craftmats	1	craftmats,craftmats_gem
2784290934	钻石精华	Essence of Diamond	craftmats	1	craftmats,craftmats_gem
2883267086	荆棘谷的青山，第4页	The Green Hills Of Stranglethorn, Page 4	-	1	-
2883267087	荆棘谷的青山，第8页	The Green Hills Of Stranglethorn, Page 8	-	1	-
2883267088	荆棘谷的青山，第15页	The Green Hills Of Stranglethorn, Page 15	-	1	-
2883267089	荆棘谷的青山，第16页	The Green Hills Of Stranglethorn, Page 16	-	1	-
2883267090	荆棘谷的青山，第23页	The Green Hills Of Stranglethorn, Page 23	-	1	-
2883267091	荆棘谷的青山，第42页	The Green Hills Of Stranglethorn, Page 42	-	1	-
167459531	屠夫	Butcher	cosmetic	1	cosmetic,cosmetic_pet
1343837617	图纸：怀特的腿	Plan: Wirt's Leg	plans	1	plans
988221558	Charm_BandW	Charm_BandW	-	1	-
4150668822	Charm_FastEnemy	Charm_FastEnemy	-	1	-
3990893215	Charm_Chicken	Charm_Chicken	-	1	-
2993577625	Charm_Molten	Charm_Molten	-	1	-
1002961203	Charm_NoSet	Charm_NoSet	-	1	-
2598982215	Charm_Clumsy	Charm_Clumsy	-	1	-
1249260787	PageOfFateA	PageOfFateA	-	10	-
1524684909	Orn_VaseB_caOut_Props	Orn_VaseB_caOut_Props	-	1	-
3964649561	Orn_caOut_CrateA	Orn_caOut_CrateA	-	1	-
1354327297	Orn_caOut_Cauldron	Orn_caOut_Cauldron	-	1	-
1360506355	Orn_caOut_VendorStandB	Orn_caOut_VendorStandB	-	1	-
1472347958	Orn_a2dun_Zolt_Centerpiece_A	Orn_a2dun_Zolt_Centerpiece_A	-	1	-
4010480079	巨鼠法师的头骨	Rat Mage Skull	-	0	-
1475923527	远古书卷的散页	Ancient Tome Page	-	0	-
493907862	黑暗魔典	Arcana Obscurum	-	0	-
263122102	伪黑暗魔典	Bogus Arcana Obscurum	-	0	-
1163171450	教徒的头骨	The Cultist's Head	-	0	-
3409309811	古董箱	Antique Box	-	0	-
1111843456	三神教铁匠的工具	Triune Smith's Tools	-	1	-
437221476	萨卡兰姆图腾	ZakarumTotem	-	0	-
4231061164	破碎的人偶	Broken Doll	-	0	-
457400460	剑身碎片	Sword Piece	-	0	-
437383090	剑刃	Sword Blade	-	0	-
3267229867	剑柄	Sword Hilt	-	0	-
1360078715	SwordOfJustice	SwordOfJustice	-	0	-
4184078658	一串钥匙	Chain Key	uber	1	uber,uber_keys
2633396709	阿西拉王后的日志	Queen Asylla's Journal	-	1	-
1895762819	通缉卡兹拉	Khazra Heads Wanted	-	1	-
1895762820	研究卡兹拉	Researching the Khazra	-	1	-
1895762821	卡兹拉大血洗	The Khazra Massacre	-	1	-
1071008887	奈非天之书	The Nephalem Tome	-	1	-
85406869	沉没的神庙	The Drowned Temple	-	1	-
1604771305	先祖的最终战役	The Last Stand of the Ancients	-	1	-
429729842	勇士之陵	Warrior's Rest	-	1	-
220221847	盗墓者的日志	Tomb Robber's Journal	-	1	-
3070124532	麦格妲的便条	Note from Maghda	-	1	-
4110836208	麦格妲的命令	Orders from Maghda	-	1	-
4079128181	blizzcon纪念品	Blizzcon Artifact	-	1	-
3153997796	神秘的盒子	Mysterious Box	-	0	-
956379400	阿伦之锤	Ahren's Hammer	-	0	-
301784336	邪教文字	Heretic Text	-	0	-
4039600668	回音水晶	Resonating Crystal	-	0	-
893398919	AlbrechtsRemains	AlbrechtsRemains	-	0	-
4048073353	黑暗灵魂石	Black Soulstone	-	0	-
2308254478	福阿德的日志	Fuad's Journal	-	0	-
4216937522	杰丽萨的婚戒	Jelisa's Wedding Ring	-	0	-
3188807100	净化神器	Relic of Purification	-	0	-
3576193297	三块碎宝石	Three Broken Gems	-	0	-
2591779987	沈家的财宝	Shen's Loot	-	0	-
1018820302	珠宝匠的坩埚	Jeweler's Crucible	-	0	-
3463777656	天使封印	Angelic Seal	-	0	-
1366034119	空笼子	Empty Cage	-	0	-
524402999	阿莱瑟的吊坠	Aleser's Pendant	-	0	-
2325918811	沙丘长尾蜥的鳍	Dune Thresher Fin	-	0	-
297778632	通缉告示	Wanted Poster	-	0	-
3400948536	胡萨姆的头骨	Husam's head	-	0	-
3117995960	矿袋	Ore Bag	-	0	-
1506900471	死灵法师的水晶	Necromancer Crystal	-	0	-
1135854513	通缉告示	Wanted Poster	-	0	-
3593837155	雷格纳人偶	Rygnar Idol	-	0	-
609972295	佐敦·库勒的蓝眼睛	Zoltun Kulle's Blue Eye	-	0	-
2830855380	佐敦·库勒的血瓶	Zoltun Kulle Blood Vial	-	0	-
3223914374	库勒之血	Kulle's Blood	-	0	-
2949216601	佐敦·库勒的红眼睛	Zoltun Kulle's Red Eye	-	0	-
2949302550	佐敦·库勒的第一块精魄	Zoltun Kulle's Head	-	0	-
3620035496	佐敦·库勒的残破精魄	Zoltun Kulle's One Eyed Head	-	0	-
395877111	佐敦·库勒的完整精魄	Zoltun Kulle's Completed Head	-	0	-
3729719236	地窖的钥匙	Cellar Key	-	0	-
3985610469	水道钥匙	Aqueduct Key	-	0	-
899528155	FacePuzzleSmallKey	FacePuzzleSmallKey	-	0	-
1264544813	可汗陵墓钥匙	Khan's Tomb Key	-	0	-
892508204	佐敦·库勒的腐烂精魄	Zoltun Kulle's Rotting Head	-	0	-
2953132446	佐敦·库勒的第二块精魄	Zoltun Kulle's Body	-	0	-
2953132447	库勒的心脏	Kulle's Heart	-	0	-
2953132448	库勒的第二块精魄	Kulle's Body	-	0	-
3589139697	HunterJournal	HunterJournal	-	0	-
3824311971	荣耀火炬	Beacon of Honor	-	0	-
3824311972	光明火炬	Beacon of Light	-	0	-
1490502399	铁闸杠杆	Release Lever	-	0	-
680369210	监狱大门钥匙	Jail Gate Key	-	0	-
1310326700	卡兹拉萨满法杖	Shamanic Khazra Staff	-	0	-
3070998739	复活碎片	Shard of Resurrection	-	0	-
2420678570	蛛后毒液	Spider Queen Venom	-	1	-
414825604	佐敦·库勒的奈非天之书	Zoltun Kulle's Tome of the Nephalem	-	0	-
463155324	恶兆之书	Forboding Tome	-	0	-
1197498604	布满灰尘的旧书	Dusty Old Tome	-	0	-
2269201899	SwordOfJustice_Tyrael	SwordOfJustice_Tyrael	-	0	-
